scenario,scenario_label,step,id,nombre,escala,initial_rank,current_rank_before_build,own_score,initial_own_score,delta_own_score_vs_G0,score_eval_rmc,score_eval_balanceado,score_eval_logit,poblacion_marginal,poblacion_beneficiada,demanda_habilitada,ciclistas_inducidos,componentes_unidos,componentes_red,costo_mclp,cum_cost_mclp,cum_population,cum_demand,cum_cyclists,cum_own_score,cum_own_score_discounted,cum_eval_rmc,cum_eval_balanceado,cum_eval_logit
ponderacion_rmc,RMC,22,EP-I33,LA CHIMBA,Intercomunal,30,1,0.4333992278113977,0.4043195865206677,0.02907964129073004,0.4333992278113977,0.3711347793680784,0.4447675114935197,4379,11547,5001,198,2,120,971,16711,470543,728576,2787,11.85480281837309,7.5119335740323585,11.85480281837309,11.46735943385796,11.18855426789381
ponderacion_rmc,RMC,23,C086,LA ESTRELLA,Comunal,40,1,0.49707937215384324,0.36814789692769634,0.1289314752261469,0.49707937215384324,0.4661919325763571,0.3831335007758099,5624,295545,26421,33,2,119,185,16896,476167,754997,2820,12.351882190526933,7.672755425438597,12.351882190526933,11.933551366434317,11.57168776866962
ponderacion_rmc,RMC,24,I06,DIAGONAL ORIENTE,Intercomunal,31,1,0.4431789236424345,0.40267663972498335,0.04050228391745114,0.4431789236424345,0.3744578010121784,0.4881945562157002,4804,4804,2894,254,1,119,1138,18034,480971,757891,3074,12.795061114169368,7.808969511251083,12.795061114169368,12.308009167446496,12.059882324885319
ponderacion_rmc,RMC,25,C089,J J PEREZ,Comunal,84,1,0.42483431759856105,0.26495488367176884,0.1598794339267922,0.42483431759856105,0.3932826785752154,0.3028206719795993,0,9565,5573,19,2,118,198,18232,480971,763464,3093,13.21989543176793,7.933016469152315,13.21989543176793,12.70129184602171,12.362702996864918
ponderacion_rmc,RMC,26,C046,EUCALIPTOS,Comunal,77,1,0.4510300184987758,0.2836213631052964,0.16740865539347938,0.4510300184987758,0.40431130585522296,0.3172940760072499,16,7223,4212,30,2,117,206,18438,480987,767676,3123,13.670925450266704,8.058127493448822,13.670925450266704,13.105603151876934,12.679997072872169
ponderacion_rmc,RMC,27,C052,BAQUEDANO - POSTALES ORIENTE,Comunal,82,1,0.45398736918438526,0.2725119994529144,0.18147536973147088,0.45398736918438526,0.4212498860648591,0.33684121031563824,12471,12471,7274,36,1,117,259,18697,493458,774950,3159,14.12491281945109,8.177762287862546,14.12491281945109,13.526853037941793,13.016838283187807
ponderacion_rmc,RMC,28,C035,PRODIVENCIA,Comunal,81,1,0.43939021336233125,0.27556952254522565,0.1638206908171056,0.43939021336233125,0.4418539296549928,0.3202523018496424,0,11942,7334,2,2,116,33,18730,493458,782284,3161,14.564303032813422,8.28776103086848,14.564303032813422,13.968706967596786,13.33709058503745
ponderacion_rmc,RMC,29,C063,LONGITUDINAL,Comunal,75,1,0.42326463507159795,0.28538182252354,0.13788281254805795,0.42326463507159795,0.4177635274586553,0.3370968654728083,13349,24325,14704,38,1,116,192,18922,506807,796988,3199,14.98756766788502,8.388424740666293,14.98756766788502,14.386470495055441,13.674187450510258
ponderacion_rmc,RMC,30,I24,RADAL,Intercomunal,26,1,0.4154031421910538,0.41533970570255174,0.00006343648850204442,0.4154031421910538,0.3505540038855989,0.35147498741627825,0,8616,3735,110,2,115,509,19431,506807,800723,3309,15.402970810076074,8.482279074327241,15.402970810076074,14.73702449894104,14.025662437926536
ponderacion_rmc,RMC,31,I03,CARRASCAL,Intercomunal,97,1,0.438713701690571,0.24854515940907576,0.19016854228149524,0.438713701690571,0.38489881011811883,0.3361702106240762,0,16584,9569,62,2,114,442,19873,506807,810292,3371,15.841684511766644,8.576444040982937,15.841684511766644,15.121923309059158,14.361832648550612
ponderacion_rmc,RMC,32,I15,MARTINEZ DE ROZAS,Intercomunal,10,1,0.41604035011542734,0.49042582216035796,-0.07438547204493062,0.41604035011542734,0.3396363191999069,0.4657244709555359,0,0,0,254,1,114,640,20513,506807,810292,3625,16.25772486188207,8.661277508157141,16.25772486188207,15.461559628259064,14.827557119506148
ponderacion_rmc,RMC,33,I29,SANTA ROSA,Intercomunal,23,1,0.41245640292399943,0.42297111297710543,-0.010514710053106002,0.41245640292399943,0.3562643821097844,0.37188276899519523,5202,5202,2827,131,2,113,710,21223,512009,813119,3756,16.67018126480607,8.741175050241964,16.67018126480607,15.817824010368849,15.199439888501344
ponderacion_rmc,RMC,34,C060,ROJAS MAGALLANES,Comunal,24,1,0.3996060222843795,0.4219139986989199,-0.022307976414540354,0.3996060222843795,0.366095271578271,0.3215163863920257,6013,6013,3413,66,1,113,395,21618,518022,816532,3822,17.069787287090453,8.814712912228464,17.069787287090453,16.18391928194712,15.520956274893368
ponderacion_rmc,RMC,35,I28,SANTA RAQUEL,Intercomunal,69,1,0.4266348439407838,0.2960140924026152,0.1306207515381686,0.4266348439407838,0.3978411100220755,0.3475434038192387,10375,10375,5709,66,1,113,300,21918,528397,822241,3888,17.496422131031235,8.889299184448157,17.496422131031235,16.581760391969194,15.868499678712608
ponderacion_rmc,RMC,36,I05,DIAGONAL JOSE MARIA CARO,Intercomunal,18,1,0.39309133143635283,0.43893681633352033,-0.0458454848971675,0.39309133143635283,0.3597167796215602,0.35495458090900583,4221,4221,2516,109,1,113,644,22562,532618,824757,3997,17.889513462467587,8.9545851229893,17.889513462467587,16.941477171590755,16.223454259621615
ponderacion_rmc,RMC,37,I23,PETERSEN - VICUÑA MACKENNA,Intercomunal,74,1,0.392473780071136,0.28720997267232284,0.10526380739881314,0.392473780071136,0.3152632006521745,0.28315219390093405,5025,5025,2899,66,1,113,361,22923,537643,827656,4063,18.281987242538722,9.01650932783389,18.281987242538722,17.25674037224293,16.50660645352255
ponderacion_rmc,RMC,38,I08,GENERAL OSCAR BONILLA,Intercomunal,16,1,0.38764025909267236,0.44379823929485906,-0.05615798020218671,0.38764025909267236,0.34061529900395354,0.32781758593965915,4898,13286,7918,88,1,113,595,23518,542541,835574,4151,18.669627501631396,9.07461282474884,18.669627501631396,17.597355671246884,16.83442403946221
ponderacion_rmc,RMC,39,I17,MATUCANA,Intercomunal,46,1,0.3845900370823136,0.3532790270795219,0.031311010002791684,0.3845900370823136,0.3071463317597267,0.29976856033750704,3082,3082,1850,89,1,113,287,23805,545623,837424,4240,19.05421753871371,9.129376808193605,19.05421753871371,17.904502003006613,17.134192599799718
ponderacion_rmc,RMC,40,C006,DOMINGO TOCORNAL,Comunal,17,1,0.38429556966416456,0.44257795158972896,-0.0582823819255644,0.38429556966416456,0.35566823098520833,0.3217906170835068,0,4416,2578,70,2,112,439,24244,545623,840002,4310,19.438513108377876,9.181362758105138,19.438513108377876,18.260170233991822,17.455983216883226
ponderacion_rmc,RMC,41,C056,TEMUCO - TORO MAZOTTE,Comunal,100,1,0.3791644103081851,0.2468166288620158,0.1323477814461693,0.3791644103081851,0.3158736521717129,0.3055839090377198,8042,8042,4827,85,1,112,186,24430,553665,844829,4395,19.81767751868606,9.230089994166578,19.81767751868606,18.576043886163536,17.761567125920944
ponderacion_rmc,RMC,42,I02,CARLOS VALDOVINOS,Intercomunal,22,1,0.35721384077587764,0.4243998641097862,-0.06718602333390855,0.35721384077587764,0.30294675748415273,0.31318897847089733,0,0,0,108,1,112,687,25117,553665,844829,4503,20.174891359461938,9.27370099914794,20.174891359461938,18.87899064364769,18.07475610439184
ponderacion_rmc,RMC,43,C029,MARIA ELENA,Comunal,35,1,0.35607948736774636,0.3866330072050211,-0.030553519837274723,0.35607948736774636,0.35614784542360894,0.30449386215901736,7474,7474,4249,55,1,112,270,25387,561139,849078,4558,20.530970846829685,9.314999889052217,20.530970846829685,19.2351384890713,18.37924996655086
ponderacion_rmc,RMC,44,C053,CONDELL,Comunal,47,1,0.35281628792502084,0.3532028448920026,-0.0003865569669817548,0.35281628792502084,0.3416399015002847,0.31069528976063693,5706,5706,3325,76,1,112,280,25667,566845,852403,4634,20.883787134754705,9.353874284997366,20.883787134754705,19.576778390571583,18.689945256311496
ponderacion_rmc,RMC,45,C090,SANTO DOMINGO,Comunal,59,1,0.34911614297599974,0.3106717940498921,0.03844434892610765,0.34911614297599974,0.2827471828116978,0.24640070470273123,0,0,0,47,1,112,150,25817,566845,852403,4681,21.232903277730706,9.390417652340393,21.232903277730706,19.85952557338328,18.936345961014226
ponderacion_rmc,RMC,46,C014,JOSE DOMINGO CAÑAS,Comunal,49,1,0.3453428032423394,0.3434151720257287,0.0019276312166107146,0.3453428032423394,0.28309215789783865,0.2876964978064817,0,0,0,97,1,112,259,26076,566845,852403,4778,21.578246080973045,9.424758629443454,21.578246080973045,20.142617731281117,19.22404245882071
ponderacion_rmc,RMC,47,I13,LO ESPEJO-RIQUELME,Intercomunal,54,1,0.3452231117284989,0.32833080195639963,0.016892309772099268,0.3452231117284989,0.28544055419050546,0.3183224070479525,0,0,0,126,2,111,700,26776,566845,852403,4904,21.923469192701543,9.457371250644211,21.923469192701543,20.42805828547162,19.54236486586866
ponderacion_rmc,RMC,48,I14,LO OVALLE,Intercomunal,2,1,0.34445445054763285,0.6371787956227899,-0.29272434507515704,0.34445445054763285,0.2722843428432142,0.3999243497232647,0,0,0,238,1,111,1374,28150,566845,852403,5142,22.267923643249176,9.488284257416442,22.267923643249176,20.700342628314836,19.942289215591924
ponderacion_rmc,RMC,49,C082,CAUPOLICAN,Comunal,105,1,0.3343157551872506,0.24201028797730914,0.09230546720994146,0.3343157551872506,0.2580213519769755,0.19804275332158458,2416,2416,1394,12,1,111,118,28268,569261,853797,5154,22.602239398436428,9.516787213114501,22.602239398436428,20.95836398029181,20.140331968913507
ponderacion_rmc,RMC,50,C043,NEPTUNO,Comunal,45,1,0.3340594995727627,0.35474887854437137,-0.020689378971608663,0.3340594995727627,0.2825494265948047,0.23161811882685507,0,0,0,32,1,111,172,28440,569261,853797,5186,22.93629889800919,9.543844265678267,22.93629889800919,21.240913406886616,20.371950087740363
ponderacion_rmc,RMC,51,C058,ANTONIO EBNER-BARROS ARANA,Comunal,29,1,0.33281998565643856,0.40679457494201116,-0.0739745892855726,0.33281998565643856,0.2609932989905657,0.31135800091102644,0,0,0,140,1,111,341,28781,569261,853797,5326,23.26911888366563,9.569453091246197,23.26911888366563,21.501906705877182,20.68330808865139
ponderacion_rmc,RMC,52,I32,EINSTEIN,Intercomunal,72,1,0.3279486533251347,0.2891830343121434,0.03876561901299125,0.3279486533251347,0.27283318663075135,0.2583411048731374,0,0,0,70,1,111,366,29147,569261,853797,5396,23.597067536990764,9.593425392217224,23.597067536990764,21.774739892507935,20.941649193524526
ponderacion_rmc,RMC,53,I18,NUEVA IMPERIAL,Intercomunal,79,1,0.3277266063401763,0.28249960315815087,0.04522700318202544,0.3277266063401763,0.2732818378085914,0.2656296018170334,0,0,0,74,1,111,290,29437,569261,853797,5470,23.92479414333094,9.61618365856641,23.92479414333094,22.048021730316528,21.20727879534156
ponderacion_rmc,RMC,54,I07,EL GUANACO,Intercomunal,21,1,0.3274383643552119,0.42548756362861406,-0.09804919927340217,0.3274383643552119,0.25929001482646336,0.27373862530618875,0,0,0,100,1,111,443,29880,569261,853797,5570,24.252232507686152,9.637784996073144,24.252232507686152,22.30731174514299,21.481017420647746
ponderacion_rmc,RMC,55,C062,CORONA SUECA,Comunal,83,1,0.32620179491551055,0.27233361403980005,0.05386818087571049,0.32620179491551055,0.25789429168421,0.23352408574432182,0,0,0,54,1,111,280,30160,569261,853797,5624,24.578434302601664,9.658228768222722,24.578434302601664,22.5652060368272,21.714541506392067
ponderacion_rmc,RMC,56,C083,ORIENTAL-LAS PARCELAS,Comunal,50,1,0.3251273232241672,0.33400841178333013,-0.00888108855916292,0.3251273232241672,0.26505277785148107,0.269904950123001,0,0,0,89,1,111,392,30552,569261,853797,5713,24.90356162582583,9.677586379272817,24.90356162582583,22.83025881467868,21.984446456515066
ponderacion_rmc,RMC,57,C007,EDUARDO CASTILLO VELASCO,Comunal,56,1,0.3225103531540599,0.3209682481807713,0.001542104973288605,0.3225103531540599,0.26423848890994855,0.2586138261730335,0,0,0,76,1,111,409,30961,569261,853797,5789,25.22607197897989,9.695828089684516,25.22607197897989,23.09449730358863,22.2430602826881
ponderacion_rmc,RMC,58,C047,VIOLETA PARRA,Comunal,86,1,0.32192692159440883,0.2648001936107111,0.05712672798369772,0.32192692159440883,0.25202162169060754,0.26564737167246005,0,0,0,95,1,111,240,31201,569261,853797,5884,25.547998900574296,9.713126364729092,25.547998900574296,23.346518925279238,22.50870765436056
ponderacion_rmc,RMC,59,C015,JOSE MANUEL GUZMAN,Comunal,76,1,0.3207182539002636,0.2845092001303485,0.03620905376991507,0.3207182539002636,0.25221523650424194,0.19706837505228803,2719,2719,1614,20,1,111,202,31403,571980,855411,5904,25.86871715447456,9.729498027320373,25.86871715447456,23.59873416178348,22.70577602941285
ponderacion_rmc,RMC,60,C078,WALDO TAFF,Comunal,51,1,0.3204538895575737,0.33255806783730496,-0.01210417827973126,0.3204538895575737,0.2571080263652092,0.22869246510795951,0,0,0,47,1,111,157,31560,571980,855411,5951,26.189171044032133,9.745038286558799,26.189171044032133,23.85584218814869,22.934468494520807
ponderacion_rmc,RMC,61,C026,LOS MAITENES,Comunal,102,1,0.31905766384672857,0.24476449972018605,0.07429316412654252,0.31905766384672857,0.2618725933488044,0.22250039337633104,0,6013,3587,31,2,110,150,31710,571980,858998,5982,26.50822870787886,9.759737208997464,26.50822870787886,24.117714781497494,23.15696888789714
ponderacion_rmc,RMC,62,C049,FEDERICO ERRÁZURIZ (EX SERRANO),Comunal,53,1,0.31900269194283004,0.32905890532348764,-0.010056213380657597,0.31900269194283004,0.24196333249349297,0.2249843651843573,1527,3911,2331,57,1,110,332,32042,573507,861329,6039,26.82723139982169,9.773698779396861,26.82723139982169,24.359678113990988,23.381953253081498
ponderacion_rmc,RMC,63,C024,LOS ARRAYANES - LOS COPIHUES,Comunal,39,1,0.31680247946238577,0.369297779392275,-0.052495299929889216,0.31680247946238577,0.2561901813862282,0.2318478715838661,0,0,0,51,1,110,259,32301,573507,861329,6090,27.144033879284077,9.78687079085589,27.144033879284077,24.615868295377215,23.613801124665365
ponderacion_rmc,RMC,64,C40,VICUÑA MACKENNA - SAN MARTIN,Comunal,88,1,0.3163360869516046,0.2599804114545511,0.0563556754970535,0.3163360869516046,0.2563382129686686,0.20496168325446887,0,0,0,25,1,110,168,32469,573507,861329,6115,27.46036996623568,9.799365779660386,27.46036996623568,24.872206508345883,23.818762807919832
ponderacion_rmc,RMC,65,C009,EL ROSAL - SANTA ELENA,Comunal,92,1,0.31426248812387036,0.258292338870139,0.05597014925373134,0.31426248812387036,0.2517344244742811,0.19953067358892096,0,0,0,21,1,110,169,32638,573507,861329,6136,27.77463245435955,9.811158209013577,27.77463245435955,25.123940932820165,24.018293481508753
ponderacion_rmc,RMC,66,C001,SAN EUGENIO,Comunal,52,1,0.31392330880694946,0.3301050844306759,-0.016181775623726413,0.31392330880694946,0.2587294203514589,0.2168149363282398,0,0,0,31,1,110,114,32752,573507,861329,6167,28.0885557631665,9.8223489258578,28.0885557631665,25.382670353171623,24.235108417836994
ponderacion_rmc,RMC,67,C005,CORONEL ALEJANDRO SEPULVEDA,Comunal,60,1,0.3106497256836105,0.3106497256836105,0,0.3106497256836105,0.24587884507787938,0.22133491905315877,0,0,0,48,1,110,146,32898,573507,861329,6215,28.39920548885011,9.832869245213882,28.39920548885011,25.6285491982495,24.456443336890153
ponderacion_rmc,RMC,68,C022,LLANURA  - EL DESIERTO,Comunal,78,1,0.33923958904164897,0.2832694397879176,0.055970149253731394,0.33923958904164897,0.28654782433680276,0.24839523073286224,0,0,0,39,3,108,122,33020,573507,861329,6254,28.73844507789176,9.843783349086777,28.73844507789176,25.915097022586306,24.704838567623014
ponderacion_rmc,RMC,69,C023,AVENIDA DORSAL,Comunal,48,1,0.3089931880728719,0.34913804016037303,-0.040144852087501126,0.3089931880728719,0.24946346507262765,0.22437758907725977,0,0,0,48,1,108,308,33328,573507,861329,6302,29.047438265964633,9.853227307476665,29.047438265964633,26.16456048765893,24.929216156700274
ponderacion_rmc,RMC,70,C070,MENDOZA (EX-CORONEL ROBLES),Comunal,34,1,0.3085206075687253,0.387202115587132,-0.07868150801840673,0.3085206075687253,0.24961522953186419,0.23339734305206533,0,0,0,58,1,108,336,33664,573507,861329,6360,29.355958873533357,9.862185346353025,29.355958873533357,26.414175717190798,25.16261349975234
ponderacion_rmc,RMC,71,C033,OBSERVATORIO,Comunal,96,1,0.3084648310861465,0.25172362934577086,0.05674120174037561,0.3084648310861465,0.2513134955209176,0.22151696873589863,0,0,0,42,1,108,207,33871,573507,861329,6402,29.664423704619505,9.870693944764337,29.664423704619505,26.665489212711716,25.384130468488237
ponderacion_rmc,RMC,72,C088,ÑUBLE,Comunal,61,1,0.30673769025283837,0.30596663776619404,0.0007710524866443302,0.30673769025283837,0.24812587016636872,0.2162388590840713,0,0,0,39,1,108,207,34078,573507,861329,6441,29.971161394872343,9.878731854382902,29.971161394872343,26.913615082878085,25.60036932757231
ponderacion_rmc,RMC,73,I31,FERNANDEZ ALBANO,Intercomunal,80,1,0.3067365280286479,0.27793271006427517,0.028803817964372758,0.3067365280286479,0.2444439122761516,0.22040030675774894,0,0,0,48,1,108,238,34316,573507,861329,6489,30.27789792290099,9.886367839587804,30.27789792290099,27.158058995154235,25.82076963433006
ponderacion_rmc,RMC,74,C080,PARAGUAY,Comunal,106,1,0.3065842808037552,0.2404621201898296,0.06612216061392562,0.3065842808037552,0.24219521746929906,0.22964836868484076,0,0,0,61,1,108,273,34589,573507,861329,6550,30.584482203704745,9.893618424951576,30.584482203704745,27.400254212623533,26.0504180030149
ponderacion_rmc,RMC,75,C028,MADRID,Comunal,63,1,0.30615611880419535,0.3053850663175511,0.0007710524866442747,0.30615611880419535,0.24138035421958964,0.2155849531609701,0,0,0,45,1,108,129,34718,573507,861329,6595,30.89063832250894,9.900496861493727,30.89063832250894,27.641634566843123,26.26600295617587
ponderacion_rmc,RMC,76,C034,PEDRO LEON UGALDE,Comunal,64,1,0.30744759961217777,0.30513444215224494,0.002313157459932824,0.30744759961217777,0.24218530955564815,0.2213611831469961,0,0,0,51,1,108,130,34848,573507,861329,6646,31.19808592212112,9.907058941231403,31.19808592212112,27.88381987639877,26.487364139322867
ponderacion_rmc,RMC,77,C030,MAULE,Comunal,66,1,0.3064168944220211,0.30294715823212187,0.0034697361898992085,0.3064168944220211,0.24308685718230108,0.2194907176461703,0,0,0,48,1,108,185,35033,573507,861329,6694,31.50450281654314,9.913272017839805,31.50450281654314,28.126906733581073,26.706854856969038
ponderacion_rmc,RMC,78,C020,LATINOAMERICA - PINTOR MURILLO - FRANCISCO TOLEDO,Comunal,62,1,0.3057730249332946,0.3053874986899725,0.0003855262433221096,0.3057730249332946,0.2401276968007407,0.20284648486828205,0,0,0,32,1,108,144,35177,573507,861329,6726,31.810275841476436,9.919162037940241,31.810275841476436,28.367034430381814,26.90970134183732
ponderacion_rmc,RMC,79,C061,EL PINAR,Comunal,36,1,0.3052669359707163,0.38117344530336017,-0.07590650933264387,0.3052669359707163,0.2494826181363451,0.21151903360417912,0,0,0,32,1,108,222,35399,573507,861329,6758,32.11554277744715,9.924748295818272,32.11554277744715,28.61651704851816,27.1212203754415
ponderacion_rmc,RMC,80,C019,LAS HIJUELAS SUR - LIBERTADOR BERNARDO OHIGGINS,Comunal,110,1,0.3050432144820272,0.23151138733257812,0.07353182714944909,0.3050432144820272,0.24102608270246773,0.18785874074705353,0,0,0,14,1,108,137,35536,573507,861329,6772,32.42058599192918,9.930051351492777,32.42058599192918,28.857543131220627,27.309079116188553
ponderacion_rmc,RMC,81,C057,PADRE VICENTE IRARRAZABAL - MANUEL CHACON,Comunal,25,1,0.30449757128767685,0.41723732777812184,-0.11273975649044499,0.30449757128767685,0.23879598698947255,0.20056599825312163,0,0,0,31,1,108,220,35756,573507,861329,6803,32.725083563216856,9.93508024288192,32.725083563216856,29.0963391182101,27.509645114441675
ponderacion_rmc,RMC,82,C003,CONCHA Y TORO,Comunal,38,1,0.3043952955417027,0.3709576416282776,-0.06656234608657491,0.3043952955417027,0.3090482220860951,0.22994948267027468,0,2169,1049,6,2,107,245,36001,573507,862378,6809,33.02947885875856,9.939856085035483,33.02947885875856,29.405387340296194,27.73959459711195
