strategy,step,id,nombre,initial_rank,current_rank,delta_rank_improvement,initial_score,current_score,delta_score_vs_G0,selected_this_step,originally_in_fixed_topN
eva_adaptive_open,2,C041,VISTA HERMOSA,55,53,2,0.32433865422117386,0.31412803040111625,-0.010210623820057607,false,false
eva_adaptive_open,2,C032,OBISPO MANUEL UMAÑA,41,54,-13,0.36167847000046166,0.31389417400550856,-0.0477842959949531,false,false
eva_adaptive_open,2,C090,SANTO DOMINGO,59,55,4,0.3106717940498921,0.3106717940498921,0,false,false
eva_adaptive_open,2,C005,CORONEL ALEJANDRO SEPULVEDA,60,56,4,0.3106497256836105,0.3106497256836105,0,false,false
eva_adaptive_open,2,C088,ÑUBLE,61,57,4,0.30596663776619404,0.30596663776619404,0,false,false
eva_adaptive_open,2,C020,LATINOAMERICA - PINTOR MURILLO - FRANCISCO TOLEDO,62,58,4,0.3053874986899725,0.3053874986899725,0,false,false
eva_adaptive_open,2,C028,MADRID,63,59,4,0.3053850663175511,0.3053850663175511,0,false,false
eva_adaptive_open,2,C034,PEDRO LEON UGALDE,64,60,4,0.30513444215224494,0.30513444215224494,0,false,false
eva_adaptive_open,2,C037,SAN ALFONSO,65,61,4,0.3032697592490899,0.3032697592490899,0,false,false
eva_adaptive_open,2,C030,MAULE,66,62,4,0.30294715823212187,0.30294715823212187,0,false,false
eva_adaptive_open,2,C042,PRINCIPE DE GALES,67,63,4,0.3015275299366899,0.3015275299366899,0,false,false
eva_adaptive_open,2,C087,SALVADOR GUTIERREZ,68,64,4,0.2988400180747415,0.2988400180747415,0,false,false
eva_adaptive_open,2,I28,SANTA RAQUEL,69,65,4,0.2960140924026152,0.2960140924026152,0,false,false
eva_adaptive_open,2,C078,WALDO TAFF,51,66,-15,0.33255806783730496,0.29534911261342445,-0.03720895522388051,false,false
eva_adaptive_open,2,C013,HEROES DE LA CONCEPCION,70,67,3,0.29161502323158384,0.29161502323158384,0,false,false
eva_adaptive_open,2,C024,LOS ARRAYANES - LOS COPIHUES,39,68,-29,0.369297779392275,0.2909815151341239,-0.07831626425815108,false,false
eva_adaptive_open,2,C004,CONSISTORIAL,73,69,4,0.28796525159755554,0.29093172378697835,0.0029664721894228085,false,false
eva_adaptive_open,2,C027,LOS PRESIDENTES,71,70,1,0.2903073892430075,0.2903073892430075,0,false,false
eva_adaptive_open,2,I32,EINSTEIN,72,71,1,0.2891830343121434,0.2891830343121434,0,false,false
eva_adaptive_open,2,C043,NEPTUNO,45,72,-27,0.35474887854437137,0.2875846994398938,-0.06716417910447758,false,false
eva_adaptive_open,2,I23,PETERSEN - VICUÑA MACKENNA,74,73,1,0.28720997267232284,0.28720997267232284,0,false,false
eva_adaptive_open,2,C063,LONGITUDINAL,75,74,1,0.28538182252354,0.28538182252354,0,false,false
eva_adaptive_open,2,C015,JOSE MANUEL GUZMAN,76,75,1,0.2845092001303485,0.2845092001303485,0,false,false
eva_adaptive_open,2,C046,EUCALIPTOS,77,76,1,0.2836213631052964,0.2836213631052964,0,false,false
eva_adaptive_open,2,C022,LLANURA  - EL DESIERTO,78,77,1,0.2832694397879176,0.2832694397879176,0,false,false
eva_adaptive_open,2,I31,FERNANDEZ ALBANO,80,78,2,0.27793271006427517,0.27793271006427517,0,false,false
eva_adaptive_open,2,C035,PRODIVENCIA,81,79,2,0.27556952254522565,0.27556952254522565,0,false,false
eva_adaptive_open,2,C052,BAQUEDANO - POSTALES ORIENTE,82,80,2,0.2725119994529144,0.2725119994529144,0,false,false
eva_adaptive_open,2,C062,CORONA SUECA,83,81,2,0.27233361403980005,0.27233361403980005,0,false,false
eva_adaptive_open,2,I18,NUEVA IMPERIAL,79,82,-3,0.28249960315815087,0.2713475180044774,-0.011152085153673497,false,false
eva_adaptive_open,2,C089,J J PEREZ,84,83,1,0.26495488367176884,0.26495488367176884,0,false,false
eva_adaptive_open,2,C064,SILVA CARVALLO - SANTA ELENA,85,84,1,0.264928178794096,0.264928178794096,0,false,false
eva_adaptive_open,2,C047,VIOLETA PARRA,86,85,1,0.2648001936107111,0.2648001936107111,0,false,false
eva_adaptive_open,2,C079,LAS AMERICAS,87,86,1,0.26410913255677176,0.264377359699667,0.00026822714289526095,false,false
eva_adaptive_open,2,C021,LAUTARO,117,87,30,0.20904169103894277,0.26431781044192787,0.0552761194029851,false,false
eva_adaptive_open,2,C40,VICUÑA MACKENNA - SAN MARTIN,88,88,0,0.2599804114545511,0.2599804114545511,0,false,false
