strategy,step,id,nombre,escala,initial_rank,current_rank_before_build,initial_score,realized_score,delta_score_vs_G0,poblacion_marginal,poblacion_beneficiada,demanda_habilitada,ciclistas_inducidos,componentes_unidos,componentes_red,costo_mclp,grado_dendritico,score_dendritico,cum_realized_score,discounted_realized_score,cum_discounted_score,cum_poblacion_marginal,cum_demanda_habilitada,cum_ciclistas_inducidos,cum_costo_mclp
eva_adaptive_fixed_set,17,EP-I10,GRAN AVENIDA,Intercomunal,19,4,0.435180901694348,0.4478168218690567,0.012635920174708715,4764,9973,5817,127,2,125,913,1,100,9.413191607163611,0.19709612597544895,6.580270283940764,403176,616941,2296,13842
eva_adaptive_fixed_set,18,EP-I33,LA CHIMBA,Intercomunal,30,4,0.4043195865206677,0.4222051979606514,0.01788561143998374,4379,11547,5001,198,2,124,971,1,100,9.835396805124264,0.17653257890258658,6.75680286284335,407555,621942,2494,14813
eva_adaptive_fixed_set,19,I15,MARTINEZ DE ROZAS,Intercomunal,10,5,0.49042582216035796,0.4148837713854609,-0.07554205077489706,0,0,0,251,1,124,640,1,100,10.250280576509724,0.16479777449025107,6.921600637333601,407555,621942,2745,15453
eva_adaptive_fixed_set,20,I09,GENERAL VELASQUEZ,Intercomunal,15,6,0.45347011016300426,0.4093830746114504,-0.044087035551553855,735,9656,3558,73,1,124,643,1,100,10.659663651121175,0.1544821780216113,7.076082815355212,408290,625500,2818,16096
eva_adaptive_fixed_set,21,I29,SANTA ROSA,Intercomunal,23,9,0.42297111297710543,0.37925983961508264,-0.043711273362022796,5202,5202,2827,132,2,123,710,1,100,11.038923490736257,0.13595931343692857,7.212042128792141,413492,628327,2950,16806
eva_adaptive_fixed_set,22,I24,RADAL,Intercomunal,26,9,0.41533970570255174,0.3785196771316167,-0.036820028570935026,0,13641,5648,113,2,122,509,1,100,11.417443167867875,0.12890927682599554,7.340951405618136,413492,633975,3063,17315
eva_adaptive_fixed_set,23,C060,ROJAS MAGALLANES,Comunal,24,13,0.4219139986989199,0.3660239327321407,-0.0558900659667792,6013,6013,3413,66,1,122,395,1,100,11.783467100600015,0.11842102050204788,7.459372426120184,419505,637388,3129,17710
eva_adaptive_fixed_set,24,I02,CARLOS VALDOVINOS,Intercomunal,22,16,0.4243998641097862,0.35721384077587764,-0.06718602333390855,0,0,0,108,1,122,687,1,100,12.140680941375892,0.10979212720889905,7.569164553329083,419505,637388,3237,18397
eva_adaptive_fixed_set,25,I08,GENERAL OSCAR BONILLA,Intercomunal,16,26,0.44379823929485906,0.331072846294047,-0.11272539300081208,4898,13286,7201,88,1,122,595,1,100,12.47175378766994,0.09666963737445913,7.665834190703542,424403,644589,3325,18992
eva_adaptive_fixed_set,26,C058,ANTONIO EBNER-BARROS ARANA,Comunal,29,26,0.40679457494201116,0.32896472322321724,-0.07782985171879392,0,0,0,130,1,122,341,1,100,12.800718510893157,0.09125138414703042,7.7570855748505725,424403,644589,3455,19333
eva_adaptive_fixed_set,27,I07,EL GUANACO,Intercomunal,21,28,0.42548756362861406,0.324739680651957,-0.10074788297665704,0,0,0,93,1,122,443,1,100,13.125458191545114,0.08557543132217861,7.842661006172751,424403,644589,3548,19776
eva_adaptive_fixed_set,28,C057,PADRE VICENTE IRARRAZABAL - MANUEL CHACON,Comunal,25,29,0.41723732777812184,0.31789140949166556,-0.09934591828645628,8042,8042,4560,31,1,122,220,1,100,13.443349601036779,0.07958223554613701,7.9222432417188875,432445,649149,3579,19996
eva_adaptive_fixed_set,29,I05,DIAGONAL JOSE MARIA CARO,Intercomunal,18,49,0.43893681633352033,0.2998191705702712,-0.13911764576324914,4221,4221,2515,113,1,122,644,1,100,13.743168771607051,0.07130505947656475,7.993548301195452,436666,651664,3692,20640
eva_adaptive_fixed_set,30,C006,DOMINGO TOCORNAL,Comunal,17,50,0.44257795158972896,0.2995692932969233,-0.14300865829280568,0,4416,2578,68,2,121,439,2,50,14.042738064903974,0.0676833503458009,8.061231651541252,436666,654242,3760,21079
