scenario,scenario_label,step,id,nombre,escala,initial_rank,own_score,poblacion_marginal,poblacion_beneficiada,demanda_habilitada,ciclistas_inducidos,componentes_unidos,componentes_red,delta_componentes,reduccion_componentes_etapa,reduccion_componentes_acumulada,costo_mclp,cum_cost_mclp,cum_population,cum_demand,cum_cyclists
educacion,Educación superior,107,C064,SILVA CARVALLO - SANTA ELENA,Comunal,46,0.17353255201729567,0,0,0,51,1,107,0,0,35,545,40300,592494,871053,7369
educacion,Educación superior,108,C079,LAS AMERICAS,Comunal,113,0.17332254552068346,0,0,0,8,1,107,0,0,35,137,40437,592494,871053,7377
educacion,Educación superior,109,C013,HEROES DE LA CONCEPCION,Comunal,95,0.17251640846078792,0,0,0,6,1,107,0,0,35,87,40524,592494,871053,7383
educacion,Educación superior,110,C002,CAPITAN IGNACIO CARRERA PINTO,Comunal,94,0.17223584360271724,0,0,0,27,1,107,0,0,35,162,40686,592494,871053,7410
educacion,Educación superior,111,C027,LOS PRESIDENTES,Comunal,96,0.17150669009318664,0,0,0,17,1,107,0,0,35,254,40940,592494,871053,7427
educacion,Educación superior,112,C008,EL CERRO,Comunal,115,0.1713973872368837,0,0,0,22,1,107,0,0,35,206,41146,592494,871053,7449
educacion,Educación superior,113,C004,CONSISTORIAL,Comunal,97,0.17061139789332175,0,0,0,51,1,107,0,0,35,563,41709,592494,871053,7500
educacion,Educación superior,114,C012,GABRIELA ORIENTE,Comunal,82,0.16274441862173683,0,0,0,22,1,107,0,0,35,134,41843,592494,871053,7522
educacion,Educación superior,115,C048,GENERAL ARRIAGADA,Comunal,106,0.1620922990442067,0,0,0,47,1,107,0,0,35,148,41991,592494,871053,7569
educacion,Educación superior,116,C087,SALVADOR GUTIERREZ,Comunal,68,0.15543493585929766,0,0,0,14,1,107,0,0,35,81,42072,592494,871053,7583
educacion,Educación superior,117,C017,LA PARINACOTA,Comunal,75,0.15334803147870177,2096,0,0,6,1,107,0,0,35,465,42537,594590,871053,7589
educacion,Educación superior,118,C041,VISTA HERMOSA,Comunal,43,0.15314140899650755,0,0,0,13,1,107,0,0,35,114,42651,594590,871053,7602
educacion,Educación superior,119,C045,PORTO ALEGRE,Comunal,121,0.13551649227503698,400,400,200,22,2,106,-1,1,36,125,42776,594990,871253,7624
educacion,Educación superior,120,C073,LOS MORROS,Comunal,120,0.13026347882420472,4670,0,0,17,0,107,1,-1,35,335,43111,599660,871253,7641
educacion,Educación superior,121,C021,LAUTARO,Comunal,117,0.12445060846758568,258,258,129,16,1,107,0,0,35,342,43453,599918,871382,7657
educacion,Educación superior,122,C016,JUANITA,Comunal,124,0.10959492146372604,21,21,11,26,1,107,0,0,35,123,43576,599939,871393,7683
educacion,Educación superior,123,C018,LA PRIMAVERA,Comunal,122,0.17594131128124466,0,0,0,37,1,107,0,0,35,183,43759,599939,871393,7720
educacion,Educación superior,124,C025,LOS DURAZNOS,Comunal,123,0.10611820788869175,238,238,119,2,1,107,0,0,35,128,43887,600177,871512,7722
